Accession,Begin,End,Chromosome,Orientation,Name,Symbol,Gene ID,Gene Type,Transcripts accession,Protein accession,Protein length,Locus tag
NC_049902.1,8755478,8759360,2,plus,"glycine-rich RNA-binding protein 3, mitochondrial-like",LOC108994219,108994219,protein-coding,XM_018969351.2,XP_018824896.1,315.0,
NC_049902.1,8760355,8767206,2,minus,uncharacterized protein LOC108994207 isoform X1,LOC108994207,108994207,protein-coding,XM_018969332.2,XP_018824877.1,707.0,
NC_049902.1,8782576,8786518,2,plus,uncharacterized serine-rich protein C215.13-like,LOC108994162,108994162,protein-coding,XM_018969281.2,XP_018824826.1,553.0,
NC_049902.1,8787906,8791895,2,plus,replication protein A 70 kDa DNA-binding subunit B,LOC108994160,108994160,protein-coding,XM_018969278.2,XP_018824823.1,637.0,
NC_049902.1,8792698,8799635,2,minus,glycerophosphodiester phosphodiesterase GDPD6,LOC108994221,108994221,protein-coding,XM_035687904.1,XP_035543797.1,404.0,
NC_049902.1,8801996,8810489,2,minus,uncharacterized protein LOC108994171,LOC108994171,108994171,protein-coding,XM_018969289.2,XP_018824834.1,436.0,
NC_049902.1,8831104,8834427,2,minus,mitochondrial import receptor subunit TOM5 homolog,LOC108994224,108994224,protein-coding,XM_018969355.2,XP_018824900.1,54.0,
NC_049902.1,8835915,8836903,2,plus,uncharacterized protein LOC108994202,LOC108994202,108994202,protein-coding,XM_018969325.2,XP_018824870.1,188.0,
NC_049902.1,8837341,8850122,2,minus,nuclear transport factor 2 isoform X1,LOC108994200,108994200,protein-coding,XM_018969322.2,XP_018824867.1,470.0,
NC_049902.1,8855826,8866241,2,plus,uncharacterized protein LOC108994217,LOC108994217,108994217,protein-coding,XM_018969349.2,XP_018824894.1,125.0,
NC_049902.1,8869080,8874305,2,minus,uncharacterized LOC108994182,LOC108994182,108994182,lncRNA,XR_001996647.2,,,
NC_049902.1,8901909,8905775,2,plus,transcription factor TCP17,LOC108994161,108994161,protein-coding,XM_018969279.2,XP_018824824.1,333.0,
NC_049902.1,8937686,8938063,2,plus,40S ribosomal protein S26-1-like,LOC108994178,108994178,protein-coding,XM_018969297.2,XP_018824842.1,125.0,
NC_049902.1,8948585,8956386,2,minus,protein LONGIFOLIA 1-like,LOC108994210,108994210,protein-coding,XM_018969337.2,XP_018824882.1,1105.0,
NC_049902.1,8964899,8966796,2,plus,uncharacterized gene,LOC108994172,108994172,pseudogene,,,,
NC_049902.1,8980304,8991931,2,minus,uncharacterized protein LOC108994211 isoform X2,LOC108994211,108994211,protein-coding,XM_018969338.2,XP_018824883.1,619.0,
NC_049902.1,8995145,9006591,2,minus,uncharacterized protein LOC108994192 isoform X1,LOC108994192,108994192,protein-coding,XM_018969311.2,XP_018824856.1,1631.0,
NC_049902.1,9027973,9039266,2,minus,uncharacterized protein LOC108994216 isoform X1,LOC108994216,108994216,protein-coding,XM_018969346.2,XP_018824891.1,599.0,
NC_049902.1,9065924,9067684,2,minus,"pentatricopeptide repeat-containing protein PNM1, mitochondrial",LOC108994218,108994218,protein-coding,XM_018969350.2,XP_018824895.1,504.0,
NC_049902.1,9119393,9122259,2,minus,cytochrome P450 78A5,LOC108994220,108994220,protein-coding,XM_018969352.2,XP_018824897.1,536.0,
NC_049902.1,9131284,9132334,2,minus,uncharacterized mitochondrial protein AtMg00810-like,LOC108994175,108994175,protein-coding,XM_018969294.2,XP_018824839.2,229.0,
NC_049902.1,9152897,9153860,2,minus,uncharacterized protein LOC108994176,LOC108994176,108994176,protein-coding,XM_018969295.1,XP_018824840.1,167.0,
NC_049902.1,9187912,9191346,2,plus,"transcription termination factor MTERF15, mitochondrial",LOC108994205,108994205,protein-coding,XM_018969329.2,XP_018824874.2,456.0,
NC_049902.1,9195015,9199212,2,plus,protein COBRA-like,LOC108994204,108994204,protein-coding,XM_018969327.2,XP_018824872.1,457.0,
NC_049902.1,9199293,9202279,2,minus,COBRA-like protein 4,LOC108994203,108994203,protein-coding,XM_018969326.2,XP_018824871.2,464.0,
NC_049902.1,9208340,9211034,2,plus,probable UDP-arabinopyranose mutase 1,LOC108994209,108994209,protein-coding,XM_018969336.2,XP_018824881.1,362.0,
NC_049902.1,9218603,9218674,2,minus,tRNA-Asp,TRNAD-GUC,108994225,tRNA,,,,
NC_049902.1,9219314,9227004,2,minus,squamosa promoter-binding-like protein 6 isoform X1,LOC108994158,108994158,protein-coding,XM_018969270.2,XP_018824815.2,555.0,
NC_049902.1,9230430,9230984,2,plus,uncharacterized protein LOC108994177,LOC108994177,108994177,protein-coding,XM_018969296.2,XP_018824841.2,184.0,
NC_049902.1,9320590,9345753,2,plus,agamous-like MADS-box protein MADS2,LOC108985249,108985249,protein-coding,XM_035687823.1,XP_035543716.1,246.0,
NC_049902.1,9362937,9364293,2,plus,uncharacterized protein LOC108985248,LOC108985248,108985248,protein-coding,XM_018957462.2,XP_018813007.2,182.0,
NC_049902.1,9413407,9421650,2,plus,truncated transcription factor CAULIFLOWER A-like isoform X1,LOC108985247,108985247,protein-coding,XM_018957459.2,XP_018813004.1,248.0,
NC_049902.1,9465289,9467025,2,plus,uncharacterized protein LOC109010079,LOC109010079,109010079,protein-coding,XM_035687659.1,XP_035543552.1,243.0,
NC_049902.1,9467332,9474641,2,minus,"ADP,ATP carrier protein ER-ANT1 isoform X1",LOC109010077,109010077,protein-coding,XM_018990787.2,XP_018846332.1,346.0,
NC_049902.1,9489635,9496966,2,plus,probable galacturonosyltransferase 11,LOC109010078,109010078,protein-coding,XM_018990794.2,XP_018846339.1,535.0,
NC_049902.1,9504584,9506176,2,plus,uncharacterized LOC118347737,LOC118347737,118347737,lncRNA,XR_004800902.1,,,
NC_049902.1,9531079,9531919,2,minus,uncharacterized protein LOC108983565,LOC108983565,108983565,protein-coding,XM_018955243.1,XP_018810788.1,236.0,
NC_049902.1,9535112,9535218,2,plus,small nucleolar RNA R71,LOC118347795,118347795,snoRNA,XR_004800942.1,,,
NC_049902.1,9540193,9543322,2,plus,uncharacterized protein LOC108983563,LOC108983563,108983563,protein-coding,XM_018955240.2,XP_018810785.2,384.0,
NC_049902.1,9581005,9583249,2,minus,myb family transcription factor IPN2,LOC108983569,108983569,protein-coding,XM_018955247.2,XP_018810792.1,362.0,
NC_049902.1,9591654,9616969,2,minus,"succinate-semialdehyde dehydrogenase, mitochondrial",LOC108983566,108983566,protein-coding,XM_035685409.1,XP_035541302.1,572.0,
NC_049902.1,9642431,9650176,2,plus,ALA-interacting subunit 3,LOC108998976,108998976,protein-coding,XM_018975749.2,XP_018831294.1,349.0,
NC_049902.1,9651586,9685050,2,minus,ribosomal RNA large subunit methyltransferase I isoform X1,LOC108998977,108998977,protein-coding,XM_018975750.2,XP_018831295.1,460.0,
NC_049902.1,9694636,9699029,2,plus,tubulin-folding cofactor A-like,LOC108998978,108998978,protein-coding,XM_018975753.2,XP_018831298.1,113.0,
NC_049902.1,9717297,9725262,2,plus,"ent-kaurene synthase TSP4, chloroplastic-like isoform X1",LOC108998982,108998982,protein-coding,XM_018975760.2,XP_018831305.2,781.0,
NC_049902.1,9730854,9731818,2,plus,tubulin-folding cofactor A-like,LOC108998967,108998967,protein-coding,XM_035687660.1,XP_035543553.1,96.0,
NC_049902.1,9732782,9738691,2,plus,"ent-kaurene synthase, chloroplastic",LOC108998981,108998981,protein-coding,XM_018975759.2,XP_018831304.1,783.0,
NC_049902.1,9745568,9754598,2,minus,inosine-5'-monophosphate dehydrogenase 2-like,LOC108998973,108998973,protein-coding,XM_018975746.2,XP_018831291.2,499.0,
NC_049902.1,9765018,9767414,2,minus,extensin isoform X1,LOC108998974,108998974,protein-coding,XM_018975747.2,XP_018831292.1,325.0,
NC_049902.1,9774182,9776920,2,plus,"pentatricopeptide repeat-containing protein At1g79490, mitochondrial",LOC108998980,108998980,protein-coding,XM_035687603.1,XP_035543496.1,839.0,
NC_049902.1,9783099,9783650,2,minus,uncharacterized mitochondrial protein AtMg00860-like,LOC118347651,118347651,protein-coding,XM_035687661.1,XP_035543554.1,183.0,
NC_049902.1,9809246,9811318,2,minus,zinc transporter 1-like,LOC109018780,109018780,protein-coding,XM_019000967.2,XP_018856512.1,359.0,
NC_049902.1,9874579,9900445,2,minus,uncharacterized gene,LOC108998964,108998964,pseudogene,,,,
NC_049902.1,9992181,9992753,2,plus,uncharacterized protein LOC109004067,LOC109004067,109004067,protein-coding,XM_018982460.1,XP_018838005.1,190.0,
NC_049902.1,9999206,10021684,2,plus,uncharacterized protein LOC109004069 isoform X1,LOC109004069,109004069,protein-coding,XM_035687354.1,XP_035543247.1,815.0,
NC_049902.1,10036053,10037678,2,plus,ankyrin repeat-containing protein NPR4-like,LOC118347652,118347652,protein-coding,XM_035687662.1,XP_035543555.1,346.0,
NC_049902.1,10039444,10040646,2,plus,uncharacterized LOC118347722,LOC118347722,118347722,lncRNA,XR_004800882.1,,,
NC_049902.1,10042386,10044855,2,plus,putative cyclin-B3-1,LOC108998971,108998971,protein-coding,XM_035686655.1,XP_035542548.1,287.0,
NC_049902.1,10045874,10047207,2,minus,uncharacterized protein LOC118344652,LOC118344652,118344652,protein-coding,XM_035685690.1,XP_035541583.1,272.0,
NC_049902.1,10050181,10051024,2,minus,uncharacterized mitochondrial protein AtMg00810-like,LOC108998970,108998970,protein-coding,XM_035687663.1,XP_035543556.1,235.0,
NC_049902.1,10073022,10077681,2,minus,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.2 isoform X1,LOC118347739,118347739,protein-coding,XM_035687949.1,XP_035543842.1,710.0,
NC_049902.1,10085112,10089155,2,minus,cytosolic isocitrate dehydrogenase [NADP]-like,LOC118347653,118347653,protein-coding,XM_035687664.1,XP_035543557.1,172.0,
NC_049902.1,10097766,10099228,2,minus,uncharacterized protein LOC109001034,LOC109001034,109001034,protein-coding,XM_018978149.1,XP_018833694.1,378.0,
NC_049902.1,10099928,10103241,2,plus,rust resistance kinase Lr10-like,LOC109001064,109001064,protein-coding,XM_035687665.1,XP_035543558.1,592.0,
NC_049902.1,10135468,10141407,2,plus,uncharacterized protein LOC109001065 isoform X1,LOC109001065,109001065,protein-coding,XM_035687296.1,XP_035543189.1,405.0,
NC_049902.1,10147825,10152421,2,plus,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.8,LOC109001063,109001063,protein-coding,XM_035687295.1,XP_035543188.1,647.0,
NC_049902.1,10177592,10179713,2,minus,uncharacterized gene,LOC118347654,118347654,pseudogene,,,,
NC_049902.1,10197682,10197765,2,plus,small nucleolar RNA snoR116,LOC118347849,118347849,snoRNA,XR_004800993.1,,,
NC_049902.1,10199644,10200360,2,minus,uncharacterized mitochondrial protein AtMg00810-like,LOC118347655,118347655,protein-coding,XM_035687666.1,XP_035543559.1,238.0,
NC_049902.1,10212189,10215711,2,minus,rust resistance kinase Lr10-like,LOC109001062,109001062,protein-coding,XM_018978177.2,XP_018833722.1,617.0,
NC_049902.1,10230846,10231725,2,plus,uncharacterized protein LOC118347731,LOC118347731,118347731,protein-coding,XM_035687889.1,XP_035543782.1,280.0,
NC_049902.1,10231936,10236164,2,plus,uncharacterized gene,LOC109000232,109000232,pseudogene,,,,
NC_049902.1,10277402,10277776,2,plus,RNA-binding protein Musashi homolog 2-like,LOC109018108,109018108,protein-coding,XM_019000296.1,XP_018855841.1,124.0,
NC_049902.1,10279204,10285100,2,minus,receptor-like protein kinase FERONIA,LOC109018107,109018107,protein-coding,XM_035687667.1,XP_035543560.1,652.0,
NC_049902.1,10301036,10303655,2,minus,uncharacterized LOC108979852,LOC108979852,108979852,lncRNA,XR_001994286.2,,,
NC_049902.1,10301771,10301863,2,minus,small nucleolar RNA snoR69Y,LOC118347840,118347840,snoRNA,XR_004800985.1,,,
NC_049902.1,10302674,10302765,2,minus,small nucleolar RNA snoR117,LOC118347850,118347850,snoRNA,XR_004800994.1,,,
NC_049902.1,10303470,10303553,2,minus,small nucleolar RNA snoR116,LOC118347848,118347848,snoRNA,XR_004800992.1,,,
NC_049902.1,10314431,10319714,2,minus,metal tolerance protein 9-like,LOC108979853,108979853,protein-coding,XM_035687668.1,XP_035543561.1,414.0,
NC_049902.1,10346820,10348401,2,plus,transcription factor FER-LIKE IRON DEFICIENCY-INDUCED TRANSCRIPTION FACTOR,LOC109019270,109019270,protein-coding,XM_019001541.2,XP_018857086.1,320.0,
NC_049902.1,10361452,10369938,2,minus,metal tolerance protein 10-like,LOC109019266,109019266,protein-coding,XM_035685734.1,XP_035541627.1,405.0,
NC_049902.1,10397369,10403925,2,minus,metal tolerance protein 10-like,LOC109019987,109019987,protein-coding,XM_019002369.2,XP_018857914.2,405.0,
NC_049902.1,10447219,10453541,2,minus,metal tolerance protein 10-like,LOC108981174,108981174,protein-coding,XM_018952264.2,XP_018807809.1,405.0,
NC_049902.1,10478713,10483025,2,minus,metal tolerance protein 9-like isoform X1,LOC109019157,109019157,protein-coding,XM_019001393.2,XP_018856938.1,408.0,
NC_049902.1,10493747,10517173,2,plus,DCN1-like protein 2 isoform X3,LOC108982365,108982365,protein-coding,XM_018953714.2,XP_018809259.1,259.0,
NC_049902.1,10537279,10537995,2,plus,uncharacterized protein LOC109004607,LOC109004607,109004607,protein-coding,XM_018983227.1,XP_018838772.1,238.0,
NC_049902.1,10540660,10541065,2,minus,uncharacterized LOC108999400,LOC108999400,108999400,lncRNA,XR_004800900.1,,,
NC_049902.1,10561996,10568384,2,minus,"glyceraldehyde-3-phosphate dehydrogenase GAPCP2, chloroplastic-like",LOC109004608,109004608,protein-coding,XM_035687483.1,XP_035543376.1,426.0,
NC_049902.1,10590733,10603924,2,plus,uncharacterized protein LOC108982392,LOC108982392,108982392,protein-coding,XM_035685977.1,XP_035541870.1,424.0,
NC_049902.1,10670089,10685721,2,plus,uncharacterized protein LOC108997944 isoform X1,LOC108997944,108997944,protein-coding,XM_018974333.2,XP_018829878.2,389.0,
NC_049902.1,10721371,10721791,2,minus,uncharacterized LOC118347727,LOC118347727,118347727,lncRNA,XR_004800885.1,,,
NC_049902.1,10725177,10739699,2,plus,uncharacterized protein LOC109021927,LOC109021927,109021927,protein-coding,XM_035685080.1,XP_035540973.1,370.0,
NC_049902.1,10789290,10798795,2,minus,uncharacterized protein LOC109014680,LOC109014680,109014680,protein-coding,XM_018997178.2,XP_018852723.1,157.0,
NC_049902.1,10792498,10792603,2,minus,small nucleolar RNA R71,LOC118347806,118347806,snoRNA,XR_004800953.1,,,
NC_049902.1,10853208,10853914,2,plus,uncharacterized protein LOC109016288,LOC109016288,109016288,protein-coding,XM_018997180.1,XP_018852725.1,167.0,
NC_049902.1,10920524,10921360,2,plus,uncharacterized protein LOC108984205,LOC108984205,108984205,protein-coding,XM_018956082.1,XP_018811627.1,169.0,
NC_049902.1,10939712,10940108,2,plus,uncharacterized LOC108986117,LOC108986117,108986117,lncRNA,XR_004800845.1,,,
NC_049902.1,10958662,10959234,2,plus,uncharacterized mitochondrial protein AtMg00860-like,LOC108997892,108997892,protein-coding,XM_018974279.1,XP_018829824.1,190.0,
NC_049902.1,10966585,10976212,2,minus,cysteine-rich and transmembrane domain-containing protein WIH1-like,LOC108997940,108997940,protein-coding,XM_035687410.1,XP_035543303.1,101.0,
NC_049902.1,10976709,10978007,2,minus,uncharacterized protein LOC108997893,LOC108997893,108997893,protein-coding,XM_018974280.2,XP_018829825.2,393.0,
NC_049902.1,10986567,10988910,2,minus,uncharacterized protein LOC108981154,LOC108981154,108981154,protein-coding,XM_035687409.1,XP_035543302.1,109.0,
NC_049902.1,11018382,11025149,2,plus,"uncharacterized LOC118347631, transcript variant X2",LOC118347631,118347631,lncRNA,XR_004800843.1,,,
NC_049902.1,11061709,11062662,2,minus,cysteine-rich and transmembrane domain-containing protein WIH2-like,LOC109011246,109011246,protein-coding,XM_018992360.2,XP_018847905.2,98.0,
NC_049902.1,11090593,11091109,2,plus,amino acid transporter AVT1I-like,LOC109011261,109011261,protein-coding,XM_035687669.1,XP_035543562.1,143.0,
NC_049902.1,11091140,11092778,2,plus,amino acid transporter AVT1J-like isoform X2,LOC109011247,109011247,protein-coding,XM_018992362.2,XP_018847907.1,112.0,
NC_049902.1,11093749,11094633,2,minus,uncharacterized protein LOC109011262,LOC109011262,109011262,protein-coding,XM_018992381.1,XP_018847926.1,294.0,
NC_049902.1,11096169,11097053,2,minus,uncharacterized protein LOC109011260,LOC109011260,109011260,protein-coding,XM_018992378.2,XP_018847923.1,294.0,
NC_049902.1,11143091,11144705,2,minus,amino acid transporter AVT1I-like,LOC109011269,109011269,protein-coding,XM_018992388.2,XP_018847933.2,250.0,
NC_049902.1,11161819,11166767,2,minus,"phosphoglycerate kinase 3, cytosolic",LOC109011248,109011248,protein-coding,XM_018992363.2,XP_018847908.1,401.0,
NC_049902.1,11181246,11185218,2,minus,"phosphoglycerate kinase, chloroplastic",LOC109011250,109011250,protein-coding,XM_018992365.2,XP_018847910.2,574.0,
NC_049902.1,11203281,11208721,2,plus,uncharacterized protein LOC109011252 isoform X1,LOC109011252,109011252,protein-coding,XM_018992369.2,XP_018847914.1,401.0,
NC_049902.1,11214452,11271470,2,plus,guanine nucleotide exchange factor SPIKE 1 isoform X1,LOC109011251,109011251,protein-coding,XM_018992366.2,XP_018847911.2,1829.0,
NC_049902.1,11319645,11361499,2,plus,"ATP-dependent zinc metalloprotease FTSH 12, chloroplastic",LOC109011253,109011253,protein-coding,XM_018992371.2,XP_018847916.1,1003.0,
NC_049902.1,11387489,11392625,2,minus,"peroxisomal 2,4-dienoyl-CoA reductase",LOC109011254,109011254,protein-coding,XM_018992372.2,XP_018847917.1,297.0,
NC_049902.1,11397543,11398358,2,plus,uncharacterized protein LOC118347656,LOC118347656,118347656,protein-coding,XM_035687670.1,XP_035543563.1,271.0,
NC_049902.1,11413536,11423425,2,plus,DEAD-box ATP-dependent RNA helicase 36,LOC109020485,109020485,protein-coding,XM_019002950.2,XP_018858495.1,494.0,
NC_049902.1,11425870,11426433,2,plus,SKP1-like protein 20,LOC108980377,108980377,protein-coding,XM_018951279.2,XP_018806824.2,187.0,
NC_049902.1,11433761,11438939,2,minus,nuclear transcription factor Y subunit C-2,LOC109011255,109011255,protein-coding,XM_035687548.1,XP_035543441.1,270.0,
NC_049902.1,11472423,11474285,2,plus,GRAS family protein RAD1-like,LOC109011259,109011259,protein-coding,XM_035687828.1,XP_035543721.1,533.0,
NC_049902.1,11475900,11488098,2,minus,uncharacterized protein LOC109011256,LOC109011256,109011256,protein-coding,XM_018992374.2,XP_018847919.1,1252.0,
NC_049902.1,11498877,11498949,2,plus,tRNA-Arg,TRNAR-CCG,109019456,tRNA,,,,
NC_049902.1,11500041,11514212,2,minus,putative rRNA methylase YtqB isoform X1,LOC109020773,109020773,protein-coding,XM_019003295.2,XP_018858840.1,274.0,
NC_049902.1,11520695,11524301,2,minus,patellin-4-like,LOC109020775,109020775,protein-coding,XM_019003297.2,XP_018858842.1,619.0,
NC_049902.1,11547423,11578573,2,minus,"thiosulfate/3-mercaptopyruvate sulfurtransferase 1, mitochondrial-like isoform X1",LOC109000385,109000385,protein-coding,XM_018977236.2,XP_018832781.1,376.0,
NC_049902.1,11602358,11605842,2,plus,ubiquitin-conjugating enzyme E2 11-like,LOC109021345,109021345,protein-coding,XM_035687267.1,XP_035543160.1,148.0,
NC_049902.1,11615572,11620623,2,minus,release factor glutamine methyltransferase isoform X1,LOC109006427,109006427,protein-coding,XM_018985695.2,XP_018841240.2,368.0,
NC_049902.1,11707792,11709460,2,plus,putative zinc finger protein CONSTANS-LIKE 11,LOC108984132,108984132,protein-coding,XM_018955967.2,XP_018811512.1,277.0,
NC_049902.1,11731755,11866398,2,minus,uncharacterized protein LOC108984133,LOC108984133,108984133,protein-coding,XM_018955968.2,XP_018811513.1,376.0,
NC_049902.1,11833019,11833138,2,plus,5S ribosomal RNA,LOC118347860,118347860,rRNA,XR_004801004.1,,,
NC_049902.1,11861287,11867000,2,minus,"transcription termination factor MTEF1, chloroplastic-like isoform X1",LOC118347623,118347623,protein-coding,XM_035687270.1,XP_035543163.1,376.0,
NC_049902.1,11875043,11877969,2,plus,uncharacterized gene,LOC109017401,109017401,pseudogene,,,,
NC_049902.1,11883028,11884369,2,minus,"thiosulfate/3-mercaptopyruvate sulfurtransferase 1, mitochondrial-like",LOC118347657,118347657,protein-coding,XM_035687671.1,XP_035543564.1,103.0,
NC_049902.1,11887435,11888966,2,minus,ribonuclease H-like,LOC109019378,109019378,protein-coding,XM_019001660.1,XP_018857205.1,101.0,
NC_049902.1,11905013,11909718,2,plus,ubiquitin-conjugating enzyme E2 11-like,LOC109019376,109019376,protein-coding,XM_019001658.2,XP_018857203.1,148.0,
NC_049902.1,11906645,11912885,2,minus,uncharacterized gene,LOC109019377,109019377,pseudogene,,,,
NC_049902.1,11919029,11924289,2,minus,release factor glutamine methyltransferase-like,LOC109006428,109006428,protein-coding,XM_018985698.2,XP_018841243.2,369.0,
NC_049902.1,11945349,11950294,2,minus,"transcription termination factor MTEF1, chloroplastic-like",LOC108983603,108983603,protein-coding,XM_018955303.2,XP_018810848.2,281.0,
NC_049902.1,11954793,11976056,2,minus,uncharacterized protein LOC108995631 isoform X1,LOC108995631,108995631,protein-coding,XM_035686533.1,XP_035542426.1,290.0,
NC_049902.1,11976994,11978069,2,plus,uncharacterized gene,LOC109020826,109020826,pseudogene,,,,
NC_049902.1,12008523,12073237,2,minus,uncharacterized protein LOC108987186,LOC108987186,108987186,protein-coding,XM_018960062.2,XP_018815607.2,1387.0,
NC_049902.1,12098540,12101565,2,minus,transcription factor MYB63-like,LOC118347713,118347713,protein-coding,XM_035687767.1,XP_035543660.1,401.0,
NC_049902.1,12110367,12113442,2,minus,transcription factor MYB63-like,LOC108987184,108987184,protein-coding,XM_018960061.2,XP_018815606.1,401.0,
NC_049902.1,12184285,12187652,2,minus,ubiquitin-NEDD8-like protein RUB2,LOC108987188,108987188,protein-coding,XM_018960063.2,XP_018815608.1,154.0,
NC_049902.1,12200463,12205251,2,minus,uncharacterized gene,LOC109001746,109001746,pseudogene,,,,
NC_049902.1,12205262,12205368,2,plus,small nucleolar RNA R71,LOC118347809,118347809,snoRNA,XR_004800956.1,,,
NC_049902.1,12215072,12215919,2,minus,uncharacterized protein LOC109001745,LOC109001745,109001745,protein-coding,XM_018979145.1,XP_018834690.1,157.0,
NC_049902.1,12286231,12287025,2,plus,uncharacterized LOC109001761,LOC109001761,109001761,lncRNA,XR_001997919.2,,,
NC_049902.1,12304907,12306832,2,plus,uncharacterized protein LOC109001767,LOC109001767,109001767,protein-coding,XM_018979159.2,XP_018834704.1,274.0,
NC_049902.1,12382456,12383679,2,minus,uncharacterized protein LOC109001743,LOC109001743,109001743,protein-coding,XM_018979144.1,XP_018834689.1,343.0,
NC_049902.1,12385187,12385968,2,minus,uncharacterized protein LOC109001742,LOC109001742,109001742,protein-coding,XM_018979143.1,XP_018834688.1,232.0,
NC_049902.1,12390351,12413937,2,plus,nucleolar complex protein 3 homolog,LOC109001766,109001766,protein-coding,XM_018979158.2,XP_018834703.1,845.0,
NC_049902.1,12509260,12510116,2,minus,auxin-responsive protein SAUR71-like,LOC109001765,109001765,protein-coding,XM_018979157.2,XP_018834702.1,136.0,
NC_049902.1,12520632,12522213,2,plus,40S ribosomal protein S28-2-like,LOC109001764,109001764,protein-coding,XM_018979156.2,XP_018834701.2,65.0,
NC_049902.1,12521249,12522163,2,minus,uncharacterized gene,LOC109001741,109001741,pseudogene,,,,
NC_049902.1,12615725,12617097,2,minus,"uncharacterized LOC109001763, transcript variant X4",LOC109001763,109001763,lncRNA,XR_001997921.2,,,
NC_049902.1,12624478,12627621,2,plus,"uncharacterized LOC109001762, transcript variant X4",LOC109001762,109001762,lncRNA,XR_004798896.1,,,
NC_049902.1,12632467,12635365,2,plus,uncharacterized LOC109001733,LOC109001733,109001733,lncRNA,XR_001997916.2,,,
NC_049902.1,12638350,12639842,2,plus,uncharacterized LOC109001732,LOC109001732,109001732,lncRNA,XR_001997915.2,,,
NC_049902.1,12645017,12645767,2,minus,uncharacterized protein LOC109001731,LOC109001731,109001731,protein-coding,XM_018979135.1,XP_018834680.1,218.0,
NC_049902.1,12672238,12729970,2,plus,probable LRR receptor-like serine/threonine-protein kinase At1g56140 isoform X1,LOC109001730,109001730,protein-coding,XM_035686977.1,XP_035542870.1,1025.0,
NC_049902.1,12700945,12701516,2,plus,uncharacterized LOC109001739,LOC109001739,109001739,lncRNA,XR_004798930.1,,,
NC_049902.1,12707418,12707850,2,plus,uncharacterized gene,LOC109001740,109001740,pseudogene,,,,
NC_049902.1,12753020,12802005,2,plus,probable LRR receptor-like serine/threonine-protein kinase At1g56140 isoform X1,LOC108998011,108998011,protein-coding,XM_018974428.2,XP_018829973.1,1033.0,
NC_049902.1,12775795,12778166,2,minus,uncharacterized protein LOC108998012 isoform X1,LOC108998012,108998012,protein-coding,XM_018974432.2,XP_018829977.1,226.0,
NC_049902.1,12805026,12805727,2,minus,uncharacterized protein LOC108998002,LOC108998002,108998002,protein-coding,XM_018974411.1,XP_018829956.1,194.0,
NC_049902.1,12829191,12830026,2,plus,uncharacterized protein LOC108998004,LOC108998004,108998004,protein-coding,XM_018974413.2,XP_018829958.2,205.0,
NC_049902.1,12830638,12830789,2,minus,U4 spliceosomal RNA,LOC118347782,118347782,snRNA,XR_004800929.1,,,
NC_049902.1,12837703,12837841,2,minus,small nucleolar RNA Z247,LOC118347832,118347832,snoRNA,XR_004800979.1,,,
NC_049902.1,12849749,12850667,2,plus,ESCRT-related protein CHMP1B,LOC108998019,108998019,protein-coding,XM_018974442.2,XP_018829987.1,203.0,
NC_049902.1,12862797,12868025,2,minus,thioredoxin-like protein YLS8,LOC108998021,108998021,protein-coding,XM_018974444.2,XP_018829989.1,142.0,
NC_049902.1,12873739,12873810,2,plus,tRNA-Asp,TRNAD-GUC,108998022,tRNA,,,,
NC_049902.1,12874243,12875776,2,minus,uncharacterized gene,LOC108998001,108998001,pseudogene,,,,
NC_049902.1,12892808,12968314,2,minus,probable LRR receptor-like serine/threonine-protein kinase At1g56140 isoform X1,LOC108998009,108998009,protein-coding,XM_018974424.2,XP_018829969.1,1029.0,
NC_049902.1,12994381,12997815,2,minus,pentatricopeptide repeat-containing protein At4g14850,LOC108998013,108998013,protein-coding,XM_018974435.2,XP_018829980.2,954.0,
NC_049902.1,12999502,13012819,2,minus,style cell-cycle inhibitor 1-A,LOC108998015,108998015,protein-coding,XM_018974437.2,XP_018829982.2,198.0,
NC_049902.1,13029704,13033060,2,plus,"uncharacterized LOC108997996, transcript variant X2",LOC108997996,108997996,lncRNA,XR_001997254.2,,,
NC_049902.1,13057489,13068293,2,plus,disease resistance protein RGA2-like,LOC108998018,108998018,protein-coding,XM_035686706.1,XP_035542599.1,127.0,
NC_049902.1,13105805,13109686,2,plus,disease resistance protein RGA2-like,LOC108998017,108998017,protein-coding,XM_018974439.2,XP_018829984.1,116.0,
NC_049902.1,13132439,13132545,2,minus,small nucleolar RNA R71,LOC118347824,118347824,snoRNA,XR_004800971.1,,,
NC_049902.1,13179309,13181267,2,plus,uncharacterized protein LOC118347658,LOC118347658,118347658,protein-coding,XM_035687672.1,XP_035543565.1,652.0,
NC_049902.1,13186318,13186906,2,plus,uncharacterized protein LOC108998006,LOC108998006,108998006,protein-coding,XM_018974414.2,XP_018829959.1,182.0,
NC_049902.1,13198216,13201116,2,minus,protein FAR1-RELATED SEQUENCE 5-like,LOC108997999,108997999,protein-coding,XM_018974410.2,XP_018829955.2,656.0,
NC_049902.1,13220419,13234573,2,plus,uncharacterized protein At4g15545,LOC108998020,108998020,protein-coding,XM_018974443.2,XP_018829988.1,329.0,
