Accession,Begin,End,Chromosome,Orientation,Name,Symbol,Gene ID,Gene Type,Transcripts accession,Protein accession,Protein length,Locus tag
NC_049901.1,16932696,16939139,1,minus,AUGMIN subunit 2,LOC109006081,109006081,protein-coding,XM_018985248.2,XP_018840793.1,301.0,
NC_049901.1,16943820,16943888,1,plus,small nucleolar RNA U49,LOC118344411,118344411,snoRNA,XR_004798184.1,,,
NC_049901.1,16944075,16944222,1,plus,small nucleolar RNA snoR2/U65,LOC118344378,118344378,snoRNA,XR_004798156.1,,,
NC_049901.1,16944480,16944571,1,plus,small nucleolar RNA snoR77Y,LOC118344331,118344331,snoRNA,XR_004798104.1,,,
NC_049901.1,16949023,16956524,1,minus,nucleobase-ascorbate transporter 1-like,LOC109006082,109006082,protein-coding,XM_018985249.2,XP_018840794.1,521.0,
NC_049901.1,16959347,16965967,1,minus,uncharacterized protein LOC109006083,LOC109006083,109006083,protein-coding,XM_035695787.1,XP_035551680.1,393.0,
NC_049901.1,16978530,16979777,1,plus,F-box protein At3g07870-like,LOC109001796,109001796,protein-coding,XM_018979227.1,XP_018834772.1,415.0,
NC_049901.1,16999617,17000849,1,plus,F-box protein At3g07870-like,LOC109001791,109001791,protein-coding,XM_018979214.1,XP_018834759.1,410.0,
NC_049901.1,17018199,17019458,1,plus,F-box protein At3g07870-like,LOC109001786,109001786,protein-coding,XM_018979200.1,XP_018834745.1,419.0,
NC_049901.1,17024657,17026617,1,plus,F-box protein At3g07870-like,LOC109001778,109001778,protein-coding,XM_035690016.1,XP_035545909.1,406.0,
NC_049901.1,17027069,17033482,1,minus,probable plastidic glucose transporter 1 isoform X1,LOC109001841,109001841,protein-coding,XM_018979298.2,XP_018834843.1,540.0,
NC_049901.1,17045357,17050314,1,plus,endoglucanase 11-like,LOC109001838,109001838,protein-coding,XM_018979283.2,XP_018834828.1,542.0,
NC_049901.1,17065262,17068749,1,plus,protein NRT1/ PTR FAMILY 6.4,LOC109001810,109001810,protein-coding,XM_018979251.2,XP_018834796.1,592.0,
NC_049901.1,17068927,17072457,1,minus,50S ribosomal protein L30-like,LOC109001829,109001829,protein-coding,XM_018979272.2,XP_018834817.1,104.0,
NC_049901.1,17072514,17074922,1,plus,"glycine-rich RNA-binding protein 4, mitochondrial",LOC109001818,109001818,protein-coding,XM_018979263.2,XP_018834808.1,129.0,
NC_049901.1,17075846,17079166,1,plus,plant UBX domain-containing protein 3-like,LOC109001804,109001804,protein-coding,XM_018979237.2,XP_018834782.1,430.0,
NC_049901.1,17102957,17107760,1,plus,homeobox protein SBH1-like,LOC109001756,109001756,protein-coding,XM_018979154.2,XP_018834699.1,321.0,
NC_049901.1,17121182,17125917,1,plus,serine/threonine protein phosphatase 2A 59 kDa regulatory subunit B' gamma isoform-like,LOC109001744,109001744,protein-coding,XM_018979147.2,XP_018834692.1,541.0,
NC_049901.1,17127642,17133908,1,minus,uncharacterized protein LOC109001736,LOC109001736,109001736,protein-coding,XM_018979141.2,XP_018834686.1,147.0,
NC_049901.1,17135959,17140552,1,minus,uncharacterized protein LOC109001727,LOC109001727,109001727,protein-coding,XM_018979132.2,XP_018834677.1,254.0,
NC_049901.1,17198182,17205982,1,plus,lysM domain receptor-like kinase 3,LOC109001704,109001704,protein-coding,XM_035695819.1,XP_035551712.1,624.0,
NC_049901.1,17208066,17213342,1,plus,ribonuclease 3-like protein 3,LOC108983025,108983025,protein-coding,XM_018954538.2,XP_018810083.1,323.0,
NC_049901.1,17218992,17219206,1,minus,small nucleolar RNA U3,LOC118344419,118344419,snoRNA,XR_004798193.1,,,
NC_049901.1,17222619,17223476,1,plus,short-chain dehydrogenase virD-like,LOC108982678,108982678,protein-coding,XM_035695822.1,XP_035551715.1,280.0,
NC_049901.1,17230144,17233419,1,plus,ubiquitin fusion degradation protein 1,LOC108983016,108983016,protein-coding,XM_018954532.2,XP_018810077.2,570.0,
NC_049901.1,17242762,17261950,1,plus,CSC1-like protein At3g21620 isoform X1,LOC108982992,108982992,protein-coding,XM_018954500.2,XP_018810045.1,768.0,
NC_049901.1,17262499,17266350,1,plus,uncharacterized membrane protein YuiD-like,LOC108982979,108982979,protein-coding,XM_018954487.2,XP_018810032.1,177.0,
NC_049901.1,17289197,17295092,1,plus,condensin complex subunit 2 isoform X1,LOC108980648,108980648,protein-coding,XM_018951648.2,XP_018807193.1,664.0,
NC_049901.1,17295007,17298575,1,minus,uncharacterized protein LOC108980649,LOC108980649,108980649,protein-coding,XM_018951651.2,XP_018807196.1,187.0,
NC_049901.1,17299144,17304646,1,plus,uncharacterized protein LOC108980650,LOC108980650,108980650,protein-coding,XM_018951652.2,XP_018807197.2,522.0,
NC_049901.1,17312947,17318528,1,minus,CCR4-NOT transcription complex subunit 9-like isoform X1,LOC108980646,108980646,protein-coding,XM_018951644.2,XP_018807189.1,318.0,
NC_049901.1,17320951,17324465,1,plus,protein usf,LOC108980651,108980651,protein-coding,XM_018951653.2,XP_018807198.1,277.0,
NC_049901.1,17353042,17356201,1,plus,probable WRKY transcription factor 31,LOC108984287,108984287,protein-coding,XM_018956193.2,XP_018811738.1,635.0,
NC_049901.1,17361315,17368125,1,plus,aspartic proteinase A1-like isoform X1,LOC108985443,108985443,protein-coding,XM_035695858.1,XP_035551751.1,505.0,
NC_049901.1,17375440,17377289,1,plus,mitogen-activated protein kinase kinase kinase 18-like,LOC108980454,108980454,protein-coding,XM_018951382.2,XP_018806927.2,430.0,
NC_049901.1,17381060,17381870,1,plus,uncharacterized protein LOC108980455,LOC108980455,108980455,protein-coding,XM_018951383.2,XP_018806928.2,173.0,
NC_049901.1,17396073,17396561,1,minus,40S ribosomal protein S30-like,LOC108990468,108990468,protein-coding,XM_018964442.2,XP_018819987.1,62.0,
NC_049901.1,17396467,17398384,1,minus,S-type anion channel SLAH1-like,LOC108990467,108990467,protein-coding,XM_018964441.2,XP_018819986.1,387.0,
NC_049901.1,17415693,17416434,1,minus,dirigent protein 22-like,LOC109014309,109014309,protein-coding,XM_018996726.2,XP_018852271.2,183.0,
NC_049901.1,17455881,17456891,1,plus,uncharacterized protein LOC118348419,LOC118348419,118348419,protein-coding,XM_035690036.1,XP_035545929.1,336.0,
NC_049901.1,17461620,17467548,1,plus,"dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex 2, mitochondrial-like",LOC109014304,109014304,protein-coding,XM_018996721.2,XP_018852266.1,471.0,
NC_049901.1,17468448,17486780,1,minus,DNA repair protein RAD16-like,LOC109014303,109014303,protein-coding,XM_035695870.1,XP_035551763.1,934.0,
NC_049901.1,17494082,17495367,1,minus,glycine-rich cell wall structural protein 1-like,LOC108983542,108983542,protein-coding,XM_035682576.1,XP_035538469.1,287.0,
NC_049901.1,17504681,17509178,1,minus,L-ascorbate oxidase homolog,LOC108983541,108983541,protein-coding,XM_035682578.1,XP_035538471.1,539.0,
NC_049901.1,17533950,17535069,1,plus,aquaporin SIP1-1-like,LOC108985687,108985687,protein-coding,XM_018958075.2,XP_018813620.1,239.0,
NC_049901.1,17543037,17546096,1,minus,"5'-adenylylsulfate reductase 2, chloroplastic-like",LOC108985688,108985688,protein-coding,XM_018958076.2,XP_018813621.1,295.0,
NC_049901.1,17560612,17571423,1,minus,"arogenate dehydratase/prephenate dehydratase 1, chloroplastic-like isoform X1",LOC108985689,108985689,protein-coding,XM_018958078.2,XP_018813623.1,388.0,
NC_049901.1,17587038,17588015,1,plus,uncharacterized protein LOC118348420,LOC118348420,118348420,protein-coding,XM_035690038.1,XP_035545931.1,325.0,
NC_049901.1,17650746,17652141,1,plus,"membrane metalloprotease ARASP, chloroplastic-like",LOC108982147,108982147,protein-coding,XM_035690040.1,XP_035545933.1,208.0,
NC_049901.1,17656969,17660405,1,plus,transcription factor MYB101,LOC108982148,108982148,protein-coding,XM_018953448.2,XP_018808993.1,517.0,
NC_049901.1,17660289,17666489,1,minus,uncharacterized gene,LOC108983655,108983655,pseudogene,,,,
NC_049901.1,17668316,17676881,1,plus,zinc finger CCCH domain-containing protein 1-like,LOC118344279,118344279,protein-coding,XM_035684663.1,XP_035540556.1,325.0,
NC_049901.1,17676344,17680097,1,minus,uncharacterized gene,LOC118343786,118343786,pseudogene,,,,
NC_049901.1,17692706,17692779,1,minus,tRNA-Asn,TRNAN-GUU,108983658,tRNA,,,,
NC_049901.1,17693300,17695681,1,plus,"uncharacterized LOC109015333, transcript variant X2",LOC109015333,109015333,lncRNA,XR_004801289.1,,,
NC_049901.1,17699829,17700788,1,plus,uncharacterized LOC109022168,LOC109022168,109022168,lncRNA,XR_002001187.2,,,
NC_049901.1,17701099,17707015,1,minus,"probable beta-1,3-galactosyltransferase 2",LOC118344277,118344277,protein-coding,XM_035684603.1,XP_035540496.1,407.0,
NC_049901.1,17714493,17722434,1,minus,NEDD8-activating enzyme E1 regulatory subunit AXR1-like,LOC109020497,109020497,protein-coding,XM_019002963.2,XP_018858508.1,523.0,
NC_049901.1,17728663,17729420,1,plus,uncharacterized mitochondrial protein AtMg00820-like,LOC118348425,118348425,protein-coding,XM_035690045.1,XP_035545938.1,216.0,
NC_049901.1,17739217,17744206,1,plus,zinc finger CCCH domain-containing protein 1-like isoform X1,LOC108983656,108983656,protein-coding,XM_035691937.1,XP_035547830.1,339.0,
NC_049901.1,17744096,17750418,1,minus,uncharacterized gene,LOC108983657,108983657,pseudogene,,,,
NC_049901.1,17760177,17760250,1,minus,tRNA-Asn,TRNAN-GUU,118344476,tRNA,,,,
NC_049901.1,17760738,17763135,1,plus,"uncharacterized LOC109022166, transcript variant X3",LOC109022166,109022166,lncRNA,XR_004801278.1,,,
NC_049901.1,17768602,17774450,1,minus,"probable beta-1,3-galactosyltransferase 2",LOC109022169,109022169,protein-coding,XM_019004992.2,XP_018860537.1,407.0,
NC_049901.1,17782026,17789939,1,minus,NEDD8-activating enzyme E1 regulatory subunit AXR1-like,LOC109022167,109022167,protein-coding,XM_035694763.1,XP_035550656.1,523.0,
NC_049901.1,17793864,17795259,1,plus,uncharacterized protein LOC118348427,LOC118348427,118348427,protein-coding,XM_035690049.1,XP_035545942.1,431.0,
NC_049901.1,17805789,17806525,1,minus,uncharacterized protein LOC109022065,LOC109022065,109022065,protein-coding,XM_019004864.2,XP_018860409.1,136.0,
NC_049901.1,17840631,17856408,1,plus,"aconitate hydratase, cytoplasmic",LOC109006857,109006857,protein-coding,XM_018986267.2,XP_018841812.2,1005.0,
NC_049901.1,17858399,17858830,1,minus,uncharacterized protein LOC109006854,LOC109006854,109006854,protein-coding,XM_018986265.1,XP_018841810.1,143.0,
NC_049901.1,17864708,17869089,1,plus,uncharacterized gene,LOC109006855,109006855,pseudogene,,,,
NC_049901.1,17878640,17888439,1,plus,LOW QUALITY PROTEIN: protein DETOXIFICATION 40,LOC109006858,109006858,protein-coding,XM_035695687.1,XP_035551580.1,414.0,
NC_049901.1,17889142,17891604,1,plus,high mobility group B protein 3-like,LOC108985200,108985200,protein-coding,XM_018957401.2,XP_018812946.2,142.0,
NC_049901.1,17893501,17897257,1,minus,"50S ribosomal protein L6, chloroplastic",LOC108985202,108985202,protein-coding,XM_018957403.2,XP_018812948.1,226.0,
NC_049901.1,17903856,17909280,1,plus,glutamate receptor 3.7,LOC109011614,109011614,protein-coding,XM_018992894.2,XP_018848439.2,906.0,
NC_049901.1,17911987,17919889,1,plus,glutamate receptor 3.4-like isoform X1,LOC108981096,108981096,protein-coding,XM_018952173.2,XP_018807718.2,930.0,
NC_049901.1,17939938,17942972,1,plus,septum-promoting GTP-binding protein 1-like,LOC109000399,109000399,protein-coding,XM_018977258.2,XP_018832803.1,314.0,
NC_049901.1,17943392,17946465,1,minus,uncharacterized protein LOC109000400,LOC109000400,109000400,protein-coding,XM_018977259.2,XP_018832804.1,87.0,
NC_049901.1,17954608,17957095,1,plus,sigma intracellular receptor 2-like,LOC109000401,109000401,protein-coding,XM_018977260.2,XP_018832805.1,167.0,
NC_049901.1,17988381,17994442,1,minus,homeobox-leucine zipper protein HDG2-like isoform X1,LOC108988721,108988721,protein-coding,XM_018962049.2,XP_018817594.1,732.0,
NC_049901.1,18014075,18023488,1,minus,uncharacterized gene,LOC108987543,108987543,pseudogene,,,,
NC_049901.1,18037291,18039021,1,plus,vascular-related unknown protein 1-like isoform X2,LOC108987542,108987542,protein-coding,XM_018960473.2,XP_018816018.2,175.0,
NC_049901.1,18050664,18051242,1,minus,uncharacterized protein LOC108987541,LOC108987541,108987541,protein-coding,XM_018960470.2,XP_018816015.2,192.0,
NC_049901.1,18057337,18057912,1,minus,uncharacterized protein LOC108987540,LOC108987540,108987540,protein-coding,XM_018960469.1,XP_018816014.1,191.0,
NC_049901.1,18093913,18101077,1,plus,syntaxin-132-like isoform X1,LOC108985258,108985258,protein-coding,XM_018957472.2,XP_018813017.1,309.0,
NC_049901.1,18106401,18110670,1,minus,isocitrate lyase,LOC108985254,108985254,protein-coding,XM_018957468.2,XP_018813013.1,575.0,
NC_049901.1,18118584,18121012,1,plus,uncharacterized protein LOC108985257,LOC108985257,108985257,protein-coding,XM_018957471.2,XP_018813016.2,613.0,
NC_049901.1,18139703,18140944,1,minus,transcription factor CPC-like,LOC108985255,108985255,protein-coding,XM_018957469.2,XP_018813014.1,74.0,
NC_049901.1,18157731,18159133,1,plus,receptor-like protein kinase FERONIA,LOC109019409,109019409,protein-coding,XM_035683258.1,XP_035539151.1,279.0,
NC_049901.1,18180299,18181791,1,plus,uncharacterized gene,LOC109020701,109020701,pseudogene,,,,
NC_049901.1,18190080,18191676,1,plus,peroxidase 3-like,LOC109020700,109020700,protein-coding,XM_019003221.2,XP_018858766.1,326.0,
NC_049901.1,18202917,18203645,1,plus,uncharacterized protein LOC118348442,LOC118348442,118348442,protein-coding,XM_035690067.1,XP_035545960.1,242.0,
NC_049901.1,18208682,18209719,1,plus,"ATP synthase subunit b', chloroplastic",LOC109020391,109020391,protein-coding,XM_019002841.2,XP_018858386.1,219.0,
NC_049901.1,18209535,18226676,1,minus,traB domain-containing protein-like isoform X1,LOC109020390,109020390,protein-coding,XM_035689168.1,XP_035545061.1,418.0,
NC_049901.1,18237767,18250963,1,plus,zinc finger CCCH domain-containing protein 13-like,LOC108990785,108990785,protein-coding,XM_035690071.1,XP_035545964.1,591.0,
NC_049901.1,18256495,18277147,1,minus,histone-lysine N-methyltransferase ATXR2-like isoform X1,LOC109002870,109002870,protein-coding,XM_018980786.2,XP_018836331.1,495.0,
NC_049901.1,18297731,18306220,1,minus,peroxisome biogenesis protein 22-like isoform X1,LOC109002877,109002877,protein-coding,XM_018980793.2,XP_018836338.1,274.0,
NC_049901.1,18308690,18309364,1,minus,uncharacterized protein LOC109002868,LOC109002868,109002868,protein-coding,XM_018980784.2,XP_018836329.2,224.0,
NC_049901.1,18320427,18321020,1,minus,uncharacterized protein LOC109021479,LOC109021479,109021479,protein-coding,XM_019004115.2,XP_018859660.2,197.0,
NC_049901.1,18330108,18331689,1,minus,cyclin-U1-1-like,LOC109002878,109002878,protein-coding,XM_035687551.1,XP_035543444.1,233.0,
NC_049901.1,18333101,18342934,1,minus,SPX and EXS domain-containing protein 1-like,LOC109002879,109002879,protein-coding,XM_035695561.1,XP_035551454.1,472.0,
NC_049901.1,18366251,18370500,1,plus,zinc finger protein CONSTANS-LIKE 12-like,LOC109010156,109010156,protein-coding,XM_018990877.2,XP_018846422.1,428.0,
NC_049901.1,18372462,18372860,1,minus,B-box domain protein 30,LOC109015440,109015440,protein-coding,XM_018997908.2,XP_018853453.2,132.0,
NC_049901.1,18385610,18386446,1,plus,uclacyanin 1-like,LOC109019688,109019688,protein-coding,XM_019002038.1,XP_018857583.1,234.0,
NC_049901.1,18392248,18392790,1,minus,uncharacterized protein LOC118348456,LOC118348456,118348456,protein-coding,XM_035690087.1,XP_035545980.1,180.0,
NC_049901.1,18397439,18400117,1,minus,transcription factor ILR3-like isoform X1,LOC109010157,109010157,protein-coding,XM_018990880.2,XP_018846425.1,239.0,
NC_049901.1,18412488,18412913,1,minus,sulfated surface glycoprotein 185-like,LOC109010140,109010140,protein-coding,XM_018990857.1,XP_018846402.1,141.0,
NC_049901.1,18423188,18427328,1,plus,beta-amylase-like,LOC109010151,109010151,protein-coding,XM_018990872.2,XP_018846417.2,590.0,
NC_049901.1,18427305,18429819,1,minus,"putative pentatricopeptide repeat-containing protein At3g11460, mitochondrial",LOC109010149,109010149,protein-coding,XM_018990870.2,XP_018846415.2,720.0,
NC_049901.1,18430885,18436562,1,plus,formin-like protein 3 isoform X1,LOC109010147,109010147,protein-coding,XM_018990868.2,XP_018846413.1,890.0,
NC_049901.1,18438480,18439272,1,minus,uncharacterized protein LOC109010152,LOC109010152,109010152,protein-coding,XM_018990874.2,XP_018846419.2,161.0,
NC_049901.1,18450083,18462426,1,minus,histone-lysine N-methyltransferase ATXR3,LOC109010146,109010146,protein-coding,XM_018990866.2,XP_018846411.1,2397.0,
NC_049901.1,18476104,18478806,1,plus,uncharacterized protein LOC118348134,LOC118348134,118348134,protein-coding,XM_035689087.1,XP_035544980.1,670.0,
NC_049901.1,18481955,18482897,1,minus,uncharacterized protein LOC109010153,LOC109010153,109010153,protein-coding,XM_018990875.2,XP_018846420.1,134.0,
NC_049901.1,18568402,18570374,1,minus,uncharacterized protein LOC118349671 isoform X1,LOC118349671,118349671,protein-coding,XM_035695189.1,XP_035551082.1,236.0,
NC_049901.1,18580202,18582019,1,minus,histone-lysine N-methyltransferase ATXR3-like,LOC118348466,118348466,protein-coding,XM_035690102.1,XP_035545995.1,330.0,
NC_049901.1,18595713,18661714,1,plus,uncharacterized protein LOC109010137 isoform X1,LOC109010137,109010137,protein-coding,XM_018990871.2,XP_018846416.2,699.0,
NC_049901.1,18601562,18602406,1,minus,uncharacterized protein LOC109010154,LOC109010154,109010154,protein-coding,XM_018990876.2,XP_018846421.1,134.0,
NC_049901.1,18687485,18690120,1,minus,65-kDa microtubule-associated protein 8,LOC109010145,109010145,protein-coding,XM_035690109.1,XP_035546002.1,162.0,
NC_049901.1,18709128,18711228,1,plus,scarecrow-like protein 32,LOC109010144,109010144,protein-coding,XM_018990864.2,XP_018846409.1,444.0,
NC_049901.1,18773594,18777126,1,plus,BTB/POZ domain-containing protein At3g22104 isoform X1,LOC109010142,109010142,protein-coding,XM_018990859.2,XP_018846404.2,542.0,
NC_049901.1,18820292,18823102,1,minus,"tricyclene synthase EBOS, chloroplastic-like",LOC108991961,108991961,protein-coding,XM_035690116.1,XP_035546009.1,597.0,
NC_049901.1,18849553,18856128,1,minus,uncharacterized gene,LOC109014816,109014816,pseudogene,,,,
NC_049901.1,18883679,18886095,1,minus,"tricyclene synthase EBOS, chloroplastic-like",LOC108979116,108979116,protein-coding,XM_035682600.1,XP_035538493.1,413.0,
NC_049901.1,18926799,18929760,1,plus,"isoprene synthase, chloroplastic-like",LOC118343719,118343719,protein-coding,XM_035690136.1,XP_035546029.1,254.0,
NC_049901.1,18929617,18929755,1,plus,small nucleolar RNA Z247,LOC109018010,109018010,snoRNA,XR_004798086.1,,,
NC_049901.1,18936777,18943020,1,minus,"tricyclene synthase EBOS, chloroplastic-like",LOC108991983,108991983,protein-coding,XM_035684062.1,XP_035539955.1,574.0,
NC_049901.1,18942657,18949406,1,minus,geranylgeranyl transferase type-2 subunit beta 1-like isoform X1,LOC108991984,108991984,protein-coding,XM_018966415.2,XP_018821960.1,313.0,
NC_049901.1,18958756,18959268,1,plus,collagen alpha-2(I) chain-like,LOC108991962,108991962,protein-coding,XM_018966391.1,XP_018821936.1,170.0,
NC_049901.1,18985178,18987742,1,plus,xyloglucan endotransglucosylase/hydrolase protein 9-like,LOC108991974,108991974,protein-coding,XM_018966400.2,XP_018821945.1,292.0,
NC_049901.1,19002373,19004926,1,plus,putative dehydration-responsive element-binding protein 2H,LOC108991963,108991963,protein-coding,XM_018966392.1,XP_018821937.1,218.0,
NC_049901.1,19024061,19027420,1,plus,pentatricopeptide repeat-containing protein At3g12770,LOC108991950,108991950,protein-coding,XM_018966379.2,XP_018821924.2,751.0,
NC_049901.1,19029585,19032873,1,plus,putative F-box/FBD/LRR-repeat protein At4g03220,LOC108991951,108991951,protein-coding,XM_018966380.2,XP_018821925.2,512.0,
NC_049901.1,19056186,19057719,1,plus,uncharacterized protein LOC108991964,LOC108991964,108991964,protein-coding,XM_018966393.2,XP_018821938.2,396.0,
NC_049901.1,19104418,19106844,1,minus,indole-3-acetic acid-amido synthetase GH3.6-like,LOC108991959,108991959,protein-coding,XM_018966388.2,XP_018821933.1,615.0,
NC_049901.1,19177107,19178093,1,minus,calcium-binding protein PBP1-like,LOC108991953,108991953,protein-coding,XM_018966381.2,XP_018821926.1,121.0,
NC_049901.1,19180617,19185582,1,plus,"uncharacterized LOC108991990, transcript variant X5",LOC108991990,108991990,lncRNA,XR_001996240.2,,,
NC_049901.1,19217134,19217736,1,minus,uncharacterized protein LOC108991966,LOC108991966,108991966,protein-coding,XM_018966395.1,XP_018821940.1,200.0,
NC_049901.1,19236824,19241395,1,minus,G-type lectin S-receptor-like serine/threonine-protein kinase At4g03230,LOC108991976,108991976,protein-coding,XM_018966404.2,XP_018821949.1,1034.0,
NC_049901.1,19243195,19248970,1,minus,G-type lectin S-receptor-like serine/threonine-protein kinase At4g03230 isoform X1,LOC108991978,108991978,protein-coding,XM_035684092.1,XP_035539985.1,1013.0,
NC_049901.1,19280804,19283633,1,plus,uncharacterized LOC118344160,LOC118344160,118344160,lncRNA,XR_004797936.1,,,
NC_049901.1,19283734,19289084,1,minus,uncharacterized LOC108980078,LOC108980078,108980078,lncRNA,XR_004797935.1,,,
NC_049901.1,19301448,19306160,1,minus,G-type lectin S-receptor-like serine/threonine-protein kinase At4g03230 isoform X1,LOC108991977,108991977,protein-coding,XM_018966405.2,XP_018821950.1,1033.0,
NC_049901.1,19317524,19318826,1,plus,zinc finger protein CONSTANS-LIKE 9-like isoform X1,LOC108991987,108991987,protein-coding,XM_018966418.2,XP_018821963.2,237.0,
NC_049901.1,19325662,19329600,1,minus,"frataxin, mitochondrial-like",LOC108991988,108991988,protein-coding,XM_018966421.2,XP_018821966.1,193.0,
NC_049901.1,19335750,19340025,1,plus,uncharacterized protein LOC108991975,LOC108991975,108991975,protein-coding,XM_018966402.2,XP_018821947.2,686.0,
NC_049901.1,19359521,19370008,1,minus,universal stress protein PHOS34-like isoform X1,LOC109004856,109004856,protein-coding,XM_018983562.2,XP_018839107.2,219.0,
NC_049901.1,19399448,19402231,1,plus,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130,LOC108991986,108991986,protein-coding,XM_018966417.2,XP_018821962.2,837.0,
NC_049901.1,19403090,19410384,1,minus,uncharacterized protein LOC108991958 isoform X1,LOC108991958,108991958,protein-coding,XM_018966386.2,XP_018821931.2,1016.0,
NC_049901.1,19484433,19492520,1,minus,uncharacterized gene,LOC108991952,108991952,pseudogene,,,,
NC_049901.1,19494508,19495996,1,minus,uncharacterized protein At5g23160-like,LOC108991970,108991970,protein-coding,XM_018966399.2,XP_018821944.2,230.0,
NC_049901.1,19543756,19545553,1,plus,transcription factor MYB4-like,LOC108991955,108991955,protein-coding,XM_018966382.2,XP_018821927.1,383.0,
NC_049901.1,19577713,19579587,1,plus,transcription factor MYB8-like,LOC108991956,108991956,protein-coding,XM_018966383.2,XP_018821928.1,263.0,
NC_049901.1,19591895,19594283,1,minus,putative cyclin-D6-1,LOC108991957,108991957,protein-coding,XM_018966384.2,XP_018821929.1,314.0,
NC_049901.1,19631587,19632677,1,plus,uncharacterized protein LOC108991969,LOC108991969,108991969,protein-coding,XM_018966398.1,XP_018821943.1,218.0,
NC_049901.1,19640064,19648209,1,plus,equilibrative nucleotide transporter 3-like,LOC108991980,108991980,protein-coding,XM_018966410.2,XP_018821955.2,449.0,
NC_049901.1,19645066,19647612,1,minus,uncharacterized GPI-anchored protein At4g28100-like,LOC108979629,108979629,protein-coding,XM_018950338.2,XP_018805883.1,314.0,
NC_049901.1,19676366,19677909,1,minus,transcription factor MYB74-like,LOC109019528,109019528,protein-coding,XM_019001820.2,XP_018857365.2,347.0,
NC_049901.1,19732750,19734473,1,minus,coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like,LOC109003975,109003975,protein-coding,XM_018982324.2,XP_018837869.2,463.0,
NC_049901.1,19748795,19751543,1,plus,uncharacterized protein LOC109003895 isoform X1,LOC109003895,109003895,protein-coding,XM_018982236.2,XP_018837781.2,378.0,
NC_049901.1,19794138,19798604,1,minus,"protein THYLAKOID FORMATION1, chloroplastic-like",LOC109003966,109003966,protein-coding,XM_018982313.2,XP_018837858.1,296.0,
NC_049901.1,19814029,19814665,1,plus,uncharacterized protein LOC109003945,LOC109003945,109003945,protein-coding,XM_018982296.2,XP_018837841.1,88.0,
NC_049901.1,19828516,19829094,1,plus,uncharacterized protein LOC109003790,LOC109003790,109003790,protein-coding,XM_018982086.1,XP_018837631.1,192.0,
NC_049901.1,19833215,19833699,1,plus,uncharacterized protein LOC109003954,LOC109003954,109003954,protein-coding,XM_018982302.2,XP_018837847.1,88.0,
NC_049901.1,19838338,19838473,1,minus,small nucleolar RNA Z247,LOC118344309,118344309,snoRNA,XR_004798084.1,,,
NC_049901.1,19841389,19842070,1,plus,uncharacterized protein LOC109003891,LOC109003891,109003891,protein-coding,XM_018982230.2,XP_018837775.1,89.0,
NC_049901.1,19859125,19859718,1,plus,uncharacterized protein LOC108983834,LOC108983834,108983834,protein-coding,XM_018955612.2,XP_018811157.1,89.0,
NC_049901.1,19888385,19889172,1,plus,uncharacterized protein LOC108983604,LOC108983604,108983604,protein-coding,XM_018955306.2,XP_018810851.1,89.0,
NC_049901.1,19898433,19898979,1,plus,uncharacterized protein LOC109018158,LOC109018158,109018158,protein-coding,XM_019000339.2,XP_018855884.2,90.0,
NC_049901.1,19904310,19904815,1,plus,uncharacterized protein LOC109020212,LOC109020212,109020212,protein-coding,XM_035683342.1,XP_035539235.1,89.0,
NC_049901.1,19921869,19922483,1,plus,uncharacterized protein LOC118343953,LOC118343953,118343953,protein-coding,XM_035683343.1,XP_035539236.1,89.0,
NC_049901.1,19939538,19940079,1,plus,uncharacterized protein LOC108979037,LOC108979037,108979037,protein-coding,XM_018949606.2,XP_018805151.2,90.0,
NC_049901.1,19955563,19976989,1,plus,uncharacterized protein LOC109019345,LOC109019345,109019345,protein-coding,XM_035687903.1,XP_035543796.1,89.0,
NC_049901.1,19988937,19989437,1,plus,uncharacterized protein LOC108983444,LOC108983444,108983444,protein-coding,XM_018955078.2,XP_018810623.2,90.0,
NC_049901.1,19994458,19995040,1,plus,uncharacterized protein LOC109017024,LOC109017024,109017024,protein-coding,XM_018999354.2,XP_018854899.1,90.0,
NC_049901.1,20003808,20003937,1,plus,small nucleolar RNA snoR80,LOC118344350,118344350,snoRNA,XR_004798124.1,,,
NC_049901.1,20010143,20010784,1,plus,uncharacterized protein LOC108983049,LOC108983049,108983049,protein-coding,XM_018954572.2,XP_018810117.1,89.0,
NC_049901.1,20023275,20029459,1,plus,vesicle-associated protein 4-2-like,LOC108979645,108979645,protein-coding,XM_018950356.2,XP_018805901.1,261.0,
NC_049901.1,20045164,20045856,1,plus,uncharacterized protein LOC118348474,LOC118348474,118348474,protein-coding,XM_035690206.1,XP_035546099.1,230.0,
NC_049901.1,20113694,20128907,1,plus,vacuolar sorting protein 18 isoform X1,LOC108984575,108984575,protein-coding,XM_018956582.2,XP_018812127.2,987.0,
NC_049901.1,20132697,20139227,1,plus,pentatricopeptide repeat-containing protein At1g11900,LOC109014315,109014315,protein-coding,XM_018996740.2,XP_018852285.2,391.0,
