Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_049901.1	13313683	13322514	1	plus	UDP-rhamnose/UDP-galactose transporter 5-like isoform X1	LOC108992513	108992513	protein-coding	XM_018967114.2	XP_018822659.1	335	
NC_049901.1	13334482	13338595	1	plus	systemin receptor SR160-like	LOC108992512	108992512	protein-coding	XM_018967113.2	XP_018822658.1	1197	
NC_049901.1	13357675	13362008	1	minus	probable WRKY transcription factor 13	LOC108992502	108992502	protein-coding	XM_035695548.1	XP_035551441.1	232	
NC_049901.1	13383116	13386650	1	plus	ribosomal L1 domain-containing protein 1-like	LOC109005352	109005352	protein-coding	XM_018984256.2	XP_018839801.2	426	
NC_049901.1	13387703	13445894	1	plus	uncharacterized protein LOC109005353	LOC109005353	109005353	protein-coding	XM_035692977.1	XP_035548870.1	3245	
NC_049901.1	13447998	13455923	1	minus	S-adenosylmethionine carrier 1, chloroplastic/mitochondrial isoform X1	LOC109005355	109005355	protein-coding	XM_018984262.2	XP_018839807.2	330	
NC_049901.1	13462492	13464721	1	plus	glucan endo-1,3-beta-glucosidase 8	LOC109005356	109005356	protein-coding	XM_035682830.1	XP_035538723.1	494	
NC_049901.1	13473207	13484650	1	plus	tRNA(His) guanylyltransferase 1-like isoform X1	LOC109005357	109005357	protein-coding	XM_018984269.2	XP_018839814.2	533	
NC_049901.1	13485153	13493674	1	minus	protein SLOW GREEN 1, chloroplastic	LOC109005358	109005358	protein-coding	XM_018984273.2	XP_018839818.1	375	
NC_049901.1	13518341	13526581	1	minus	probable ATP synthase 24 kDa subunit, mitochondrial	LOC109005359	109005359	protein-coding	XM_018984274.2	XP_018839819.1	240	
NC_049901.1	13554244	13572229	1	plus	uncharacterized protein LOC109005348	LOC109005348	109005348	protein-coding	XM_035689877.1	XP_035545770.1	296	
NC_049901.1	13615685	13620026	1	plus	uncharacterized protein LOC109005360 isoform X1	LOC109005360	109005360	protein-coding	XM_035695714.1	XP_035551607.1	352	
NC_049901.1	13622785	13622879	1	minus	small nucleolar RNA snoR2/U65	LOC118344389	118344389	snoRNA	XR_004798167.1			
NC_049901.1	13626531	13629831	1	minus	ras-related protein Rab7-like	LOC108988685	108988685	protein-coding	XM_035695412.1	XP_035551305.1	209	
NC_049901.1	13668638	13669026	1	plus	uncharacterized LOC108981964	LOC108981964	108981964	lncRNA	XR_001994641.2			
NC_049901.1	13695503	13697927	1	plus	uncharacterized LOC108988755	LOC108988755	108988755	lncRNA	XR_001995725.2			
NC_049901.1	13706049	13710364	1	plus	uncharacterized protein LOC108988759 isoform X1	LOC108988759	108988759	protein-coding	XM_035682616.1	XP_035538509.1	343	
NC_049901.1	13711072	13731535	1	minus	uncharacterized gene	LOC108988760	108988760	pseudogene				
NC_049901.1	13712914	13713008	1	minus	small nucleolar RNA snoR2/U65	LOC118344400	118344400	snoRNA	XR_004798176.1			
NC_049901.1	13731831	13735083	1	minus	ras-related protein Rab7-like	LOC108983544	108983544	protein-coding	XM_035695235.1	XP_035551128.1	209	
NC_049901.1	13736078	13736566	1	plus	uncharacterized protein LOC118348335	LOC118348335	118348335	protein-coding	XM_035689891.1	XP_035545784.1	162	
NC_049901.1	13753426	13757429	1	plus	probable WRKY transcription factor 51	LOC108983548	108983548	protein-coding	XM_018955218.2	XP_018810763.1	196	
NC_049901.1	13757439	13763802	1	plus	small GTPase LIP1-like	LOC108983547	108983547	protein-coding	XM_018955216.2	XP_018810761.1	336	
NC_049901.1	13764723	13766913	1	plus	uncharacterized protein At5g64816	LOC108983550	108983550	protein-coding	XM_018955220.2	XP_018810765.1	126	
NC_049901.1	13767874	13768800	1	minus	uncharacterized protein LOC108983545	LOC108983545	108983545	protein-coding	XM_018955214.2	XP_018810759.1	158	
NC_049901.1	13772288	13778314	1	plus	ABC transporter F family member 5-like	LOC108983546	108983546	protein-coding	XM_018955215.2	XP_018810760.1	701	
NC_049901.1	13786494	13789622	1	plus	uncharacterized protein LOC108983543 isoform X1	LOC108983543	108983543	protein-coding	XM_035695176.1	XP_035551069.1	110	
NC_049901.1	13801342	13807360	1	plus	shikimate kinase, chloroplastic-like	LOC108982000	108982000	protein-coding	XM_035693191.1	XP_035549084.1	302	
NC_049901.1	13810390	13818098	1	minus	F-box/kelch-repeat protein SKIP6-like	LOC109019236	109019236	protein-coding	XM_019001489.2	XP_018857034.1	364	
NC_049901.1	13824256	13825707	1	minus	uncharacterized gene	LOC109019237	109019237	pseudogene				
NC_049901.1	13846337	13848441	1	plus	cytochrome P450 78A7-like	LOC109019235	109019235	protein-coding	XM_019001488.2	XP_018857033.1	534	
NC_049901.1	13876690	13877851	1	minus	protein MIZU-KUSSEI 1-like	LOC109013318	109013318	protein-coding	XM_018995357.2	XP_018850902.1	245	
NC_049901.1	13892956	13895666	1	plus	uncharacterized protein LOC109013313	LOC109013313	109013313	protein-coding	XM_018995351.2	XP_018850896.1	165	
NC_049901.1	13902674	13903282	1	plus	elicitor peptide 6-like	LOC109013320	109013320	protein-coding	XM_018995359.2	XP_018850904.2	100	
NC_049901.1	13908331	13910369	1	minus	uncharacterized protein LOC109013314 isoform X1	LOC109013314	109013314	protein-coding	XM_018995352.2	XP_018850897.2	252	
NC_049901.1	13916034	13916771	1	plus	nuclear transcription factor Y subunit B-1-like	LOC109002552	109002552	protein-coding	XM_035689901.1	XP_035545794.1	214	
NC_049901.1	13918327	13924999	1	plus	protein CPR-5-like isoform X1	LOC109002556	109002556	protein-coding	XM_018980351.2	XP_018835896.2	584	
NC_049901.1	13925248	13934939	1	minus	protein HEAT INTOLERANT 4-like	LOC109002555	109002555	protein-coding	XM_018980350.2	XP_018835895.1	342	
NC_049901.1	13942330	13944249	1	plus	cytochrome P450 71AU50-like	LOC109021548	109021548	protein-coding	XM_019004204.2	XP_018859749.1	501	
NC_049901.1	13963820	13965719	1	plus	cytochrome P450 71AU50-like	LOC108987789	108987789	protein-coding	XM_018960797.2	XP_018816342.2	501	
NC_049901.1	13977955	13981605	1	plus	uncharacterized LOC109002559, transcript variant X6	LOC109002559	109002559	lncRNA	XR_001998021.2			
NC_049901.1	13982431	13984939	1	minus	uncharacterized LOC109002558	LOC109002558	109002558	lncRNA	XR_001998020.2			
NC_049901.1	13992957	13995154	1	plus	cytochrome P450 71AU50-like	LOC108985785	108985785	protein-coding	XM_018958206.2	XP_018813751.1	501	
NC_049901.1	14005551	14005913	1	plus	uncharacterized mitochondrial protein AtMg00310-like	LOC108985780	108985780	protein-coding	XM_018958201.1	XP_018813746.1	120	
NC_049901.1	14006765	14022259	1	plus	uncharacterized gene	LOC108985774	108985774	pseudogene				
NC_049901.1	14023784	14039267	1	plus	protein ACTIVITY OF BC1 COMPLEX KINASE 8, chloroplastic-like	LOC108985782	108985782	protein-coding	XM_018958202.2	XP_018813747.1	755	
NC_049901.1	14054208	14065042	1	plus	probable inactive receptor kinase At5g10020	LOC108985783	108985783	protein-coding	XM_018958203.2	XP_018813748.1	1060	
NC_049901.1	14068301	14070083	1	minus	cytochrome P450 71AU50-like	LOC108985775	108985775	protein-coding	XM_018958196.2	XP_018813741.1	501	
NC_049901.1	14084248	14085203	1	minus	uncharacterized protein LOC108985779	LOC108985779	108985779	protein-coding	XM_018958199.1	XP_018813744.1	210	
NC_049901.1	14090559	14091957	1	plus	transcription termination factor MTERF8, chloroplastic-like	LOC108985778	108985778	protein-coding	XM_018958198.2	XP_018813743.2	404	
NC_049901.1	14103969	14104737	1	minus	uncharacterized LOC118343982	LOC118343982	118343982	lncRNA	XR_004797799.1			
NC_049901.1	14139159	14141238	1	minus	cytochrome P450 71AU50-like	LOC108980308	108980308	protein-coding	XM_018951176.2	XP_018806721.2	509	
NC_049901.1	14144786	14151750	1	minus	cytochrome P450 71AU50-like	LOC108985784	108985784	protein-coding	XM_018958204.2	XP_018813749.2	502	
NC_049901.1	14153671	14156179	1	plus	uncharacterized LOC108983313	LOC108983313	108983313	lncRNA	XR_001994842.2			
NC_049901.1	14188261	14190062	1	minus	cytochrome P450 71AU50-like	LOC108982627	108982627	protein-coding	XM_018954066.2	XP_018809611.1	500	
NC_049901.1	14208124	14211578	1	plus	alanine--glyoxylate aminotransferase 2 homolog 1, mitochondrial	LOC108982628	108982628	protein-coding	XM_018954068.2	XP_018809613.2	480	
NC_049901.1	14214313	14221834	1	minus	transcription factor TGA1	LOC109013266	109013266	protein-coding	XM_018995305.2	XP_018850850.1	361	
NC_049901.1	14237384	14240972	1	plus	prostatic spermine-binding protein-like	LOC109013265	109013265	protein-coding	XM_018995303.2	XP_018850848.1	186	
NC_049901.1	14242401	14248028	1	minus	UBP1-associated protein 2B-like	LOC109013264	109013264	protein-coding	XM_018995302.2	XP_018850847.1	407	
NC_049901.1	14260553	14260626	1	plus	tRNA-Val	TRNAV-CAC	109013297	tRNA				
NC_049901.1	14263226	14269170	1	plus	uncharacterized protein LOC109013263	LOC109013263	109013263	protein-coding	XM_018995301.2	XP_018850846.1	322	
NC_049901.1	14277372	14278090	1	minus	E3 ubiquitin-protein ligase RHA2B-like	LOC109013286	109013286	protein-coding	XM_018995324.2	XP_018850869.1	162	
NC_049901.1	14291944	14294892	1	plus	short-chain dehydrogenase RED1-like	LOC109013261	109013261	protein-coding	XM_018995300.2	XP_018850845.1	276	
NC_049901.1	14296028	14301109	1	minus	regulation of nuclear pre-mRNA domain-containing protein 1A-like	LOC109013260	109013260	protein-coding	XM_018995299.2	XP_018850844.1	515	
NC_049901.1	14301802	14309107	1	minus	apoptotic chromatin condensation inducer in the nucleus-like isoform X1	LOC109013259	109013259	protein-coding	XM_018995296.2	XP_018850841.1	775	
NC_049901.1	14305280	14305435	1	minus	small nucleolar RNA snoR134	LOC118344416	118344416	snoRNA	XR_004798187.1			
NC_049901.1	14311844	14315076	1	plus	protein FAR1-RELATED SEQUENCE 5-like	LOC118343724	118343724	protein-coding	XM_035689916.1	XP_035545809.1	492	
NC_049901.1	14315034	14318117	1	plus	protein FAR-RED ELONGATED HYPOCOTYL 3-like	LOC109013267	109013267	protein-coding	XM_035688403.1	XP_035544296.1	338	
NC_049901.1	14318480	14321079	1	minus	uncharacterized LOC109013273	LOC109013273	109013273	lncRNA	XR_004801115.1			
NC_049901.1	14328191	14332904	1	minus	DNA-directed RNA polymerases II, IV and V subunit 8B-like	LOC109013258	109013258	protein-coding	XM_018995295.2	XP_018850840.1	144	
NC_049901.1	14334087	14335194	1	minus	uncharacterized protein LOC109013285	LOC109013285	109013285	protein-coding	XM_018995323.1	XP_018850868.1	170	
NC_049901.1	14339673	14349911	1	plus	MICOS complex subunit MIC60	LOC109013257	109013257	protein-coding	XM_018995293.2	XP_018850838.1	650	
NC_049901.1	14358148	14369710	1	plus	protein CELLULOSE SYNTHASE INTERACTIVE 1-like	LOC109013256	109013256	protein-coding	XM_035692303.1	XP_035548196.1	2107	
NC_049901.1	14392822	14397361	1	plus	aspartic proteinase-like protein 1 isoform X1	LOC109013254	109013254	protein-coding	XM_018995288.1	XP_018850833.1	555	
NC_049901.1	14404212	14405440	1	plus	heavy metal-associated isoprenylated plant protein 23	LOC109013255	109013255	protein-coding	XM_018995290.2	XP_018850835.1	151	
NC_049901.1	14421257	14422906	1	plus	fasciclin-like arabinogalactan protein 21	LOC109013272	109013272	protein-coding	XM_018995312.2	XP_018850857.1	432	
NC_049901.1	14439523	14442205	1	minus	L-ascorbate oxidase	LOC109013253	109013253	protein-coding	XM_018995287.2	XP_018850832.1	577	
NC_049901.1	14453445	14461667	1	plus	trafficking protein particle complex subunit 12	LOC109013251	109013251	protein-coding	XM_018995280.2	XP_018850825.1	358	
NC_049901.1	14462260	14467295	1	plus	bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase-like	LOC109013250	109013250	protein-coding	XM_018995279.2	XP_018850824.1	482	
NC_049901.1	14467943	14470078	1	plus	protein NEN4	LOC109013252	109013252	protein-coding	XM_018995286.2	XP_018850831.1	278	
NC_049901.1	14471751	14476736	1	minus	sulfate transporter 2.1	LOC109013249	109013249	protein-coding	XM_018995278.2	XP_018850823.1	683	
NC_049901.1	14509848	14510614	1	minus	chaperone protein dnaJ 20, chloroplastic-like	LOC109013292	109013292	protein-coding	XM_018995331.2	XP_018850876.1	172	
NC_049901.1	14535104	14538477	1	plus	inositol-3-phosphate synthase	LOC109013248	109013248	protein-coding	XM_018995276.1	XP_018850821.1	510	
NC_049901.1	14539717	14539789	1	plus	tRNA-Ala	TRNAA-AGC	109013295	tRNA				
NC_049901.1	14548511	14550015	1	minus	FCS-Like Zinc finger 6-like	LOC109013247	109013247	protein-coding	XM_035686994.1	XP_035542887.1	167	
NC_049901.1	14557836	14576833	1	minus	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	LOC109013246	109013246	protein-coding	XM_018995273.2	XP_018850818.1	220	
NC_049901.1	14606943	14610702	1	minus	probable glucan 1,3-beta-glucosidase A	LOC109013245	109013245	protein-coding	XM_018995272.2	XP_018850817.1	502	
NC_049901.1	14618052	14619805	1	plus	uncharacterized LOC109013243	LOC109013243	109013243	lncRNA	XR_001999566.2			
NC_049901.1	14654909	14657412	1	plus	protein UPSTREAM OF FLC	LOC109013242	109013242	protein-coding	XM_018995271.2	XP_018850816.1	427	
NC_049901.1	14664362	14666139	1	plus	protein DOWNSTREAM OF FLC-like	LOC109013293	109013293	protein-coding	XM_018995332.2	XP_018850877.1	166	
NC_049901.1	14676842	14681620	1	plus	type I inositol polyphosphate 5-phosphatase 5 isoform X1	LOC109013271	109013271	protein-coding	XM_018995309.2	XP_018850854.1	578	
NC_049901.1	14687919	14690243	1	minus	ETHYLENE INSENSITIVE 3-like 5 protein	LOC109013290	109013290	protein-coding	XM_018995329.2	XP_018850874.2	425	
NC_049901.1	14731648	14737612	1	plus	protein ALTERED PHOSPHATE STARVATION RESPONSE 1-like	LOC109013241	109013241	protein-coding	XM_018995270.2	XP_018850815.1	732	
NC_049901.1	14748242	14751551	1	plus	uncharacterized protein LOC109013240	LOC109013240	109013240	protein-coding	XM_018995265.2	XP_018850810.1	370	
NC_049901.1	14775530	14777641	1	plus	ethylene-responsive transcription factor RAP2-4-like	LOC109013239	109013239	protein-coding	XM_018995264.2	XP_018850809.1	386	
NC_049901.1	14813367	14816356	1	plus	probable trehalose-phosphate phosphatase J	LOC109013238	109013238	protein-coding	XM_018995262.2	XP_018850807.1	372	
NC_049901.1	14845633	14848901	1	minus	inactive TPR repeat-containing thioredoxin TTL3-like	LOC109013291	109013291	protein-coding	XM_018995330.2	XP_018850875.1	607	
NC_049901.1	14850442	14856494	1	minus	protein SCO1 homolog 2, mitochondrial	LOC109013237	109013237	protein-coding	XM_018995260.2	XP_018850805.1	282	
NC_049901.1	14864214	14866665	1	plus	rho GTPase-activating protein gacF-like	LOC109013235	109013235	protein-coding	XM_018995258.2	XP_018850803.1	473	
NC_049901.1	14889919	14890599	1	minus	uncharacterized protein LOC109013282	LOC109013282	109013282	protein-coding	XM_018995321.1	XP_018850866.1	226	
NC_049901.1	14896426	14900662	1	plus	benzoate transport protein-like isoform X2	LOC109013234	109013234	protein-coding	XM_018995256.2	XP_018850801.1	389	
NC_049901.1	14904888	14909862	1	plus	uncharacterized protein LOC109013233 isoform X1	LOC109013233	109013233	protein-coding	XM_018995250.2	XP_018850795.1	520	
NC_049901.1	14910181	14910265	1	plus	tRNA-Met	TRNAM-CAU	109013294	tRNA				
NC_049901.1	14914350	14916261	1	plus	uncharacterized protein LOC109013232	LOC109013232	109013232	protein-coding	XM_018995247.2	XP_018850792.1	448	
NC_049901.1	14971564	14977247	1	plus	uncharacterized protein LOC109013231	LOC109013231	109013231	protein-coding	XM_018995246.2	XP_018850791.1	627	
NC_049901.1	14979337	15008351	1	plus	ABC transporter D family member 1-like isoform X1	LOC109013229	109013229	protein-coding	XM_018995243.2	XP_018850788.1	1341	
NC_049901.1	15026129	15026746	1	plus	uncharacterized protein LOC109013280	LOC109013280	109013280	protein-coding	XM_018995318.2	XP_018850863.2	205	
NC_049901.1	15029033	15032459	1	minus	annexin D2-like	LOC109013228	109013228	protein-coding	XM_018995242.2	XP_018850787.1	317	
NC_049901.1	15048163	15049414	1	minus	uncharacterized LOC118349862	LOC118349862	118349862	lncRNA	XR_004802808.1			
NC_049901.1	15050988	15054550	1	plus	probable pectinesterase/pectinesterase inhibitor 51	LOC109010612	109010612	protein-coding	XM_018991491.2	XP_018847036.2	537	
NC_049901.1	15056067	15057977	1	plus	uncharacterized gene	LOC109021796	109021796	pseudogene				
NC_049901.1	15068854	15071442	1	plus	probable pectinesterase/pectinesterase inhibitor 51	LOC109021794	109021794	protein-coding	XM_019004514.2	XP_018860059.1	537	
NC_049901.1	15088533	15092588	1	minus	uncharacterized gene	LOC118348390	118348390	pseudogene				
NC_049901.1	15095102	15099981	1	minus	long chain acyl-CoA synthetase 4-like	LOC109021799	109021799	protein-coding	XM_035687683.1	XP_035543576.1	87	
NC_049901.1	15106297	15110722	1	plus	TLD domain-containing protein 2-like	LOC109010621	109010621	protein-coding	XM_018991502.2	XP_018847047.1	374	
NC_049901.1	15111359	15122712	1	minus	asparagine synthetase [glutamine-hydrolyzing] 3-like	LOC109010620	109010620	protein-coding	XM_018991501.2	XP_018847046.2	584	
NC_049901.1	15136319	15137244	1	plus	uncharacterized protein LOC109010624	LOC109010624	109010624	protein-coding	XM_018991506.2	XP_018847051.1	170	
NC_049901.1	15137429	15143384	1	minus	BTB/POZ domain-containing protein DOT3-like	LOC109007103	109007103	protein-coding	XM_018986644.2	XP_018842189.2	611	
NC_049901.1	15148026	15151152	1	plus	ras-related protein RABH1e	LOC109007102	109007102	protein-coding	XM_018986643.2	XP_018842188.1	207	
NC_049901.1	15151352	15157038	1	minus	uncharacterized protein LOC109007101 isoform X2	LOC109007101	109007101	protein-coding	XM_018986638.2	XP_018842183.1	266	
NC_049901.1	15165083	15170623	1	plus	probable mitochondrial adenine nucleotide transporter BTL3	LOC109010609	109010609	protein-coding	XM_018991488.2	XP_018847033.2	438	
NC_049901.1	15171929	15180067	1	minus	cyclin-dependent kinase C-1-like	LOC109010610	109010610	protein-coding	XM_018991489.2	XP_018847034.1	514	
NC_049901.1	15180294	15203091	1	plus	calmodulin-binding transcription activator 3	LOC109010611	109010611	protein-coding	XM_035695489.1	XP_035551382.1	1097	
NC_049901.1	15204852	15210869	1	minus	ubiquitin carboxyl-terminal hydrolase 4	LOC109010613	109010613	protein-coding	XM_018991492.2	XP_018847037.1	369	
NC_049901.1	15211784	15213253	1	plus	tubulin-folding cofactor C	LOC109010614	109010614	protein-coding	XM_018991493.2	XP_018847038.1	361	
NC_049901.1	15246039	15247513	1	plus	transcription factor MYB93-like	LOC109019280	109019280	protein-coding	XM_019001551.2	XP_018857096.2	343	
NC_049901.1	15282952	15284375	1	plus	protein SENSITIVE TO PROTON RHIZOTOXICITY 1-like	LOC109022024	109022024	protein-coding	XM_019004802.2	XP_018860347.2	376	
NC_049901.1	15298505	15313419	1	minus	probable LRR receptor-like serine/threonine-protein kinase At5g10290	LOC109022022	109022022	protein-coding	XM_019004796.2	XP_018860341.2	610	
NC_049901.1	15345133	15354233	1	plus	monoacylglycerol lipase abhd6-A-like	LOC109022020	109022020	protein-coding	XM_019004794.2	XP_018860339.1	317	
NC_049901.1	15360331	15362268	1	minus	uncharacterized protein LOC109022025	LOC109022025	109022025	protein-coding	XM_019004803.2	XP_018860348.1	306	
NC_049901.1	15375177	15381957	1	plus	chaperone protein dnaJ A6, chloroplastic-like	LOC109022023	109022023	protein-coding	XM_019004800.2	XP_018860345.1	444	
NC_049901.1	15382472	15382556	1	minus	tRNA-Met	TRNAM-CAU	109022026	tRNA				
NC_049901.1	15386159	15389055	1	minus	cytochrome P450 705A22-like	LOC109022021	109022021	protein-coding	XM_019004795.2	XP_018860340.2	506	
NC_049901.1	15391211	15394997	1	minus	haloacid dehalogenase-like hydrolase domain-containing protein At4g39970	LOC109022019	109022019	protein-coding	XM_019004791.2	XP_018860336.1	321	
NC_049901.1	15405908	15416217	1	minus	uncharacterized protein LOC109014557 isoform X1	LOC109014557	109014557	protein-coding	XM_018997067.2	XP_018852612.2	424	
NC_049901.1	15417053	15422374	1	minus	uncharacterized protein LOC109014559	LOC109014559	109014559	protein-coding	XM_018997073.2	XP_018852618.1	310	
NC_049901.1	15433494	15437350	1	plus	phospho-2-dehydro-3-deoxyheptonate aldolase 1, chloroplastic-like	LOC109014560	109014560	protein-coding	XM_035694533.1	XP_035550426.1	307	
NC_049901.1	15435047	15436995	1	plus	phospho-2-dehydro-3-deoxyheptonate aldolase 1, chloroplastic-like	LOC118348394	118348394	protein-coding	XM_035689945.1	XP_035545838.1	198	
NC_049901.1	15440657	15446041	1	minus	polyadenylate-binding protein 2-like	LOC109014561	109014561	protein-coding	XM_018997075.2	XP_018852620.1	221	
NC_049901.1	15450233	15458568	1	minus	uncharacterized gene	LOC109014564	109014564	pseudogene				
NC_049901.1	15463686	15467617	1	minus	uncharacterized gene	LOC109014565	109014565	pseudogene				
NC_049901.1	15480948	15483029	1	plus	ras-related protein Rab11A	LOC109014562	109014562	protein-coding	XM_018997076.2	XP_018852621.1	228	
NC_049901.1	15483360	15504272	1	minus	RNA cytosine-C(5)-methyltransferase NSUN2-like	LOC109014563	109014563	protein-coding	XM_035689010.1	XP_035544903.1	875	
NC_049901.1	15514766	15516754	1	plus	peroxidase 17-like	LOC109011145	109011145	protein-coding	XM_018992225.2	XP_018847770.1	333	
NC_049901.1	15519566	15522409	1	minus	40S ribosomal protein S6-like	LOC109011147	109011147	protein-coding	XM_018992226.2	XP_018847771.1	249	
NC_049901.1	15528914	15532710	1	minus	serine/threonine-protein kinase SAPK2-like	LOC109011144	109011144	protein-coding	XM_018992224.2	XP_018847769.1	341	
NC_049901.1	15547998	15551431	1	minus	lanC-like protein GCL1	LOC109011143	109011143	protein-coding	XM_018992223.2	XP_018847768.1	422	
NC_049901.1	15561751	15564481	1	minus	putative WEB family protein At1g65010, chloroplastic	LOC109011142	109011142	protein-coding	XM_018992220.2	XP_018847765.1	604	
NC_049901.1	15567693	15569409	1	minus	histone H3.3	LOC109011141	109011141	protein-coding	XM_018992218.2	XP_018847763.1	136	
NC_049901.1	15576342	15582474	1	minus	protein SCAI	LOC109011140	109011140	protein-coding	XM_018992215.2	XP_018847760.1	601	
NC_049901.1	15613792	15630406	1	plus	LMBR1 domain-containing protein 2 homolog A isoform X1	LOC109011138	109011138	protein-coding	XM_018992213.2	XP_018847758.2	738	
NC_049901.1	15632455	15632910	1	minus	uncharacterized protein LOC109011153	LOC109011153	109011153	protein-coding	XM_018992233.1	XP_018847778.1	151	
NC_049901.1	15666167	15669866	1	plus	uncharacterized LOC109011155	LOC109011155	109011155	lncRNA	XR_001999310.2			
NC_049901.1	15691415	15693954	1	minus	homeobox-leucine zipper protein ATHB-6-like	LOC109011137	109011137	protein-coding	XM_018992212.2	XP_018847757.1	321	
NC_049901.1	15703514	15710650	1	minus	uncharacterized LOC109011136	LOC109011136	109011136	lncRNA	XR_001999307.2			
NC_049901.1	15713150	15717933	1	plus	bifunctional riboflavin biosynthesis protein RIBA 1, chloroplastic-like	LOC118343990	118343990	protein-coding	XM_035683670.1	XP_035539563.1	543	
NC_049901.1	15725951	15730722	1	plus	bifunctional riboflavin biosynthesis protein RIBA 1, chloroplastic-like	LOC109011135	109011135	protein-coding	XM_018992211.2	XP_018847756.2	543	
NC_049901.1	15733419	15740662	1	plus	ATP-dependent RNA helicase DEAH11, chloroplastic-like	LOC109011134	109011134	protein-coding	XM_018992209.2	XP_018847754.1	1746	
NC_049901.1	15741289	15741927	1	minus	uncharacterized protein LOC109011152	LOC109011152	109011152	protein-coding	XM_018992232.1	XP_018847777.1	212	
NC_049901.1	15745986	15747608	1	plus	RING-H2 finger protein ATL52-like	LOC109011133	109011133	protein-coding	XM_018992208.2	XP_018847753.1	392	
NC_049901.1	15750207	15752895	1	minus	putative pentatricopeptide repeat-containing protein At3g25060, mitochondrial	LOC109011132	109011132	protein-coding	XM_018992206.2	XP_018847751.1	678	
NC_049901.1	15755981	15757243	1	plus	uncharacterized protein LOC118348396	LOC118348396	118348396	protein-coding	XM_035689955.1	XP_035545848.1	216	
NC_049901.1	15757598	15758947	1	minus	glutathione S-transferase T3-like	LOC118348398	118348398	protein-coding	XM_035689958.1	XP_035545851.1	357	
NC_049901.1	15762750	15768549	1	plus	probable methionine--tRNA ligase	LOC109011131	109011131	protein-coding	XM_018992205.2	XP_018847750.1	604	
NC_049901.1	15769599	15785440	1	plus	GPI transamidase component PIG-S	LOC109011130	109011130	protein-coding	XM_018992204.2	XP_018847749.1	602	
NC_049901.1	15786368	15791801	1	minus	ankyrin repeat and SAM domain-containing protein 6-like isoform X1	LOC108982316	108982316	protein-coding	XM_035684347.1	XP_035540240.1	206	
NC_049901.1	15795520	15799379	1	minus	G-type lectin S-receptor-like serine/threonine-protein kinase CES101 isoform X1	LOC109011125	109011125	protein-coding	XM_018992196.2	XP_018847741.1	802	
NC_049901.1	15803167	15806766	1	minus	G-type lectin S-receptor-like serine/threonine-protein kinase CES101	LOC109011127	109011127	protein-coding	XM_035691756.1	XP_035547649.1	772	
NC_049901.1	15828253	15831887	1	minus	G-type lectin S-receptor-like serine/threonine-protein kinase CES101 isoform X1	LOC109011126	109011126	protein-coding	XM_018992199.2	XP_018847744.1	794	
NC_049901.1	15837896	15846361	1	minus	uncharacterized gene	LOC109011124	109011124	pseudogene				
NC_049901.1	15849085	15851744	1	plus	uncharacterized protein LOC109011122 isoform X1	LOC109011122	109011122	protein-coding	XM_018992191.2	XP_018847736.1	192	
NC_049901.1	15857700	15866578	1	minus	GPI transamidase component PIG-T	LOC109011120	109011120	protein-coding	XM_018992189.2	XP_018847734.1	673	
NC_049901.1	15878220	15878912	1	minus	uncharacterized protein At4g02000-like	LOC118348399	118348399	protein-coding	XM_035689963.1	XP_035545856.1	230	
NC_049901.1	15879299	15881184	1	minus	xyloglucan endotransglucosylase/hydrolase protein 2-like	LOC109011121	109011121	protein-coding	XM_018992190.2	XP_018847735.1	299	
NC_049901.1	15890168	15896281	1	plus	small ubiquitin-related modifier 1-like	LOC109011119	109011119	protein-coding	XM_018992188.2	XP_018847733.1	103	
NC_049901.1	15897848	15907090	1	minus	ER lumen protein-retaining receptor	LOC109011118	109011118	protein-coding	XM_018992187.2	XP_018847732.1	215	
NC_049901.1	15940016	15943820	1	plus	protein XRI1	LOC109006016	109006016	protein-coding	XM_018985150.2	XP_018840695.1	301	
NC_049901.1	15947606	15951580	1	plus	protein SICKLE-like	LOC109011117	109011117	protein-coding	XM_035684826.1	XP_035540719.1	358	
NC_049901.1	15953900	15961616	1	plus	purple acid phosphatase 15-like isoform X1	LOC109006017	109006017	protein-coding	XM_018985151.2	XP_018840696.2	565	
NC_049901.1	15965080	15967008	1	minus	uncharacterized protein LOC109006018 isoform X2	LOC109006018	109006018	protein-coding	XM_018985154.2	XP_018840699.1	399	
NC_049901.1	15970214	15971947	1	plus	NAC domain-containing protein 2-like	LOC109006002	109006002	protein-coding	XM_018985137.2	XP_018840682.2	369	
NC_049901.1	15974305	15986086	1	minus	uncharacterized LOC109006019	LOC109006019	109006019	lncRNA	XR_004798073.1			
NC_049901.1	16015220	16016217	1	plus	uncharacterized LOC109019703	LOC109019703	109019703	lncRNA	XR_002000813.2			
NC_049901.1	16027151	16053195	1	plus	chromatin modification-related protein EAF1 B-like	LOC109006021	109006021	protein-coding	XM_018985159.2	XP_018840704.2	2017	
NC_049901.1	16055995	16063608	1	minus	phosphatidylinositol/phosphatidylcholine transfer protein SFH9-like isoform X1	LOC109006024	109006024	protein-coding	XM_018985165.2	XP_018840710.1	602	
